54.4
54.5
62.4
72.6
62.4
38.7
54.5
62.4
54.5
38.7
48
38.7
30
109
144.71
26.6
158
85.3
237
237
64.3
164.38
237
46.6
94
20
17.99
46.5
50.2
300
38.7
63.9
300
39.99
300
38.7
62.4
54
62.4
46.6
40
54.4
54
67.1
60
39
29.4
53.04
29.99
46.6
47.4
29.99
26.39
70.9
64.7
49
46.6
219.6
41.06
38.7
30.6
734
33.4
54.5
36
500
56.3
31.29
30
46.5
189.6
118.5
47.6
70.3
349
189.6
38.7
189.6
189.6
189.6
46.6
29.3
49.8
39.2
27.6
47.4
70.3
150.1
101.1
150.1
31.8
126.4
150
52.2
71.1
61.6
35
62.4
16.99
109
23.6
118.5
118.5
89
86.9
209.5
38.7
59.2
58.4
78
109
27
63.2
46.6
62.4
101.1
54.5
95
36.8
47.4
63
46.6
78.2
67.4
31.6
51
41.2
79
155.9
60.5
290.7
62.4
62.4
38.7
54.5
47.1
71.8
10
70.3
7.62
94
10
7.62
69.1
15
54.5
7.62
6.1
53.7
3.81
10
7.62
10
8
8
6.1
8
3.81
88
3.81
6.1
5
3.81
5
5
3.81
5
3.81
8
6.1
8
8
5
38.7
3.81
5
5
6.1
5
3.81
5
3.81
5
3.81
5
5
3.81
5
5
3.81
5
3.81
3.81
101.9
8
5
3.81
54.5
3.81
3.81
37.4
50.4
5
62.4
5
17.3
8
27
38.7
5
398
54.5
45
38.7
3.81
5
5
3.81
51.3
62.4
54.5
59.2
566.7
46.6
258.8
109.8
70.8
454
63
38.6
38.7
23.3
52.6
36
405
43.5
30.8
33.1
271
540
53.7
89.6
54.5
178
189.6
63.2
417.6
314.4
25.9
62.4
278
1198
620
505
39.2
32.5
200
188
58.5
98
188
109.8
1278.2
132.7
211.7
178
54.5
77.4
72.7
38.7
62.4
85
46.6
101.1
38.7
34.6
101.1
101.1
40.9
79
40.1
62.4
171
62.4
19.7
98.7
88
62.4
51.3
75
39.8
101.1
94.8
43.5
61.6
101.1
38.7
30
59.3
62.4
